0.49410750E+10 0.20238511E-09 0.93803374E-04 0.00000000E+00 0.00000000E+00
0.49387499E+10 0.20248039E-09 0.93847535E-04 0.00000000E+00 0.00000000E+00
0.49364260E+10 0.20257571E-09 0.93891716E-04 0.00000000E+00 0.00000000E+00
0.49341031E+10 0.20267108E-09 0.93935918E-04 0.00000000E+00 0.00000000E+00
0.49317814E+10 0.20276649E-09 0.93980140E-04 0.00000000E+00 0.00000000E+00
0.49294607E+10 0.20286195E-09 0.94024384E-04 0.00000000E+00 0.00000000E+00
0.49271411E+10 0.20295745E-09 0.94068649E-04 0.00000000E+00 0.00000000E+00
0.49248226E+10 0.20305300E-09 0.94112934E-04 0.00000000E+00 0.00000000E+00
0.49225052E+10 0.20314859E-09 0.94157240E-04 0.00000000E+00 0.00000000E+00
0.49201889E+10 0.20324423E-09 0.94201567E-04 0.00000000E+00 0.00000000E+00
0.49178737E+10 0.20333991E-09 0.94245915E-04 0.00000000E+00 0.00000000E+00
0.49155596E+10 0.20343564E-09 0.94290284E-04 0.00000000E+00 0.00000000E+00
0.49132465E+10 0.20353141E-09 0.94334673E-04 0.00000000E+00 0.00000000E+00
0.49109346E+10 0.20362723E-09 0.94379084E-04 0.00000000E+00 0.00000000E+00
0.49086237E+10 0.20372309E-09 0.94423515E-04 0.00000000E+00 0.00000000E+00
0.49063139E+10 0.20381900E-09 0.94467967E-04 0.00000000E+00 0.00000000E+00
0.49040052E+10 0.20391495E-09 0.94512441E-04 0.00000000E+00 0.00000000E+00
0.49016976E+10 0.20401095E-09 0.94556935E-04 0.00000000E+00 0.00000000E+00
0.48993911E+10 0.20410699E-09 0.94601450E-04 0.00000000E+00 0.00000000E+00
0.48970857E+10 0.20420308E-09 0.94645986E-04 0.00000000E+00 0.00000000E+00
0.48947813E+10 0.20429922E-09 0.94690543E-04 0.00000000E+00 0.00000000E+00
0.48924781E+10 0.20439540E-09 0.94735121E-04 0.00000000E+00 0.00000000E+00
0.48901759E+10 0.20449162E-09 0.94779720E-04 0.00000000E+00 0.00000000E+00
0.48878748E+10 0.20458789E-09 0.94824340E-04 0.00000000E+00 0.00000000E+00
0.48855748E+10 0.20468421E-09 0.94868981E-04 0.00000000E+00 0.00000000E+00
0.48832759E+10 0.20478057E-09 0.94913643E-04 0.00000000E+00 0.00000000E+00
0.48809780E+10 0.20487697E-09 0.94958327E-04 0.00000000E+00 0.00000000E+00
0.48786812E+10 0.20497342E-09 0.95003031E-04 0.00000000E+00 0.00000000E+00
0.48763856E+10 0.20506992E-09 0.95047756E-04 0.00000000E+00 0.00000000E+00
0.48740910E+10 0.20516646E-09 0.95092502E-04 0.00000000E+00 0.00000000E+00
0.48717974E+10 0.20526305E-09 0.95137269E-04 0.00000000E+00 0.00000000E+00
0.48695050E+10 0.20535968E-09 0.95182058E-04 0.00000000E+00 0.00000000E+00
0.48672136E+10 0.20545636E-09 0.95226867E-04 0.00000000E+00 0.00000000E+00
0.48649233E+10 0.20555309E-09 0.95271698E-04 0.00000000E+00 0.00000000E+00
0.48626341E+10 0.20564986E-09 0.95316549E-04 0.00000000E+00 0.00000000E+00
0.48603460E+10 0.20574667E-09 0.95361422E-04 0.00000000E+00 0.00000000E+00
0.48580589E+10 0.20584353E-09 0.95406316E-04 0.00000000E+00 0.00000000E+00
0.48557729E+10 0.20594044E-09 0.95451231E-04 0.00000000E+00 0.00000000E+00
0.48534880E+10 0.20603739E-09 0.95496167E-04 0.00000000E+00 0.00000000E+00
0.48512042E+10 0.20613439E-09 0.95541125E-04 0.00000000E+00 0.00000000E+00
0.48489214E+10 0.20623143E-09 0.95586103E-04 0.00000000E+00 0.00000000E+00
