0.48945355E+10 0.20430948E-09 0.94695300E-04 0.00000000E+00 0.00000000E+00
0.48922324E+10 0.20440566E-09 0.94739880E-04 0.00000000E+00 0.00000000E+00
0.48899303E+10 0.20450189E-09 0.94784481E-04 0.00000000E+00 0.00000000E+00
0.48876293E+10 0.20459817E-09 0.94829104E-04 0.00000000E+00 0.00000000E+00
0.48853294E+10 0.20469449E-09 0.94873747E-04 0.00000000E+00 0.00000000E+00
0.48830306E+10 0.20479085E-09 0.94918411E-04 0.00000000E+00 0.00000000E+00
0.48807329E+10 0.20488726E-09 0.94963097E-04 0.00000000E+00 0.00000000E+00
0.48784362E+10 0.20498372E-09 0.95007803E-04 0.00000000E+00 0.00000000E+00
0.48761406E+10 0.20508022E-09 0.95052530E-04 0.00000000E+00 0.00000000E+00
0.48738461E+10 0.20517677E-09 0.95097279E-04 0.00000000E+00 0.00000000E+00
0.48715527E+10 0.20527336E-09 0.95142048E-04 0.00000000E+00 0.00000000E+00
0.48692604E+10 0.20537000E-09 0.95186839E-04 0.00000000E+00 0.00000000E+00
0.48669691E+10 0.20546668E-09 0.95231651E-04 0.00000000E+00 0.00000000E+00
0.48646790E+10 0.20556341E-09 0.95276483E-04 0.00000000E+00 0.00000000E+00
0.48623899E+10 0.20566018E-09 0.95321337E-04 0.00000000E+00 0.00000000E+00
0.48601019E+10 0.20575700E-09 0.95366212E-04 0.00000000E+00 0.00000000E+00
0.48578149E+10 0.20585387E-09 0.95411108E-04 0.00000000E+00 0.00000000E+00
0.48555290E+10 0.20595078E-09 0.95456026E-04 0.00000000E+00 0.00000000E+00
0.48532442E+10 0.20604774E-09 0.95500964E-04 0.00000000E+00 0.00000000E+00
0.48509605E+10 0.20614474E-09 0.95545924E-04 0.00000000E+00 0.00000000E+00
0.48486779E+10 0.20624179E-09 0.95590905E-04 0.00000000E+00 0.00000000E+00
0.48463963E+10 0.20633888E-09 0.95635906E-04 0.00000000E+00 0.00000000E+00
0.48441158E+10 0.20643602E-09 0.95680930E-04 0.00000000E+00 0.00000000E+00
0.48418364E+10 0.20653321E-09 0.95725974E-04 0.00000000E+00 0.00000000E+00
0.48395581E+10 0.20663044E-09 0.95771039E-04 0.00000000E+00 0.00000000E+00
0.48372808E+10 0.20672771E-09 0.95816126E-04 0.00000000E+00 0.00000000E+00
0.48350046E+10 0.20682504E-09 0.95861234E-04 0.00000000E+00 0.00000000E+00
0.48327294E+10 0.20692241E-09 0.95906363E-04 0.00000000E+00 0.00000000E+00
0.48304554E+10 0.20701982E-09 0.95951514E-04 0.00000000E+00 0.00000000E+00
0.48281824E+10 0.20711728E-09 0.95996685E-04 0.00000000E+00 0.00000000E+00
0.48259105E+10 0.20721479E-09 0.96041878E-04 0.00000000E+00 0.00000000E+00
0.48236396E+10 0.20731234E-09 0.96087093E-04 0.00000000E+00 0.00000000E+00
0.48213698E+10 0.20740994E-09 0.96132328E-04 0.00000000E+00 0.00000000E+00
0.48191011E+10 0.20750758E-09 0.96177585E-04 0.00000000E+00 0.00000000E+00
0.48168334E+10 0.20760527E-09 0.96222863E-04 0.00000000E+00 0.00000000E+00
0.48145669E+10 0.20770300E-09 0.96268162E-04 0.00000000E+00 0.00000000E+00
0.48123013E+10 0.20780079E-09 0.96313483E-04 0.00000000E+00 0.00000000E+00
0.48100369E+10 0.20789861E-09 0.96358825E-04 0.00000000E+00 0.00000000E+00
0.48077735E+10 0.20799649E-09 0.96404189E-04 0.00000000E+00 0.00000000E+00
0.48055112E+10 0.20809441E-09 0.96449574E-04 0.00000000E+00 0.00000000E+00
0.48032499E+10 0.20819237E-09 0.96494980E-04 0.00000000E+00 0.00000000E+00
0.48009897E+10 0.20829039E-09 0.96540407E-04 0.00000000E+00 0.00000000E+00
0.47987306E+10 0.20838844E-09 0.96585856E-04 0.00000000E+00 0.00000000E+00
0.47964725E+10 0.20848655E-09 0.96631326E-04 0.00000000E+00 0.00000000E+00
0.47942155E+10 0.20858470E-09 0.96676818E-04 0.00000000E+00 0.00000000E+00
0.47919596E+10 0.20868290E-09 0.96722331E-04 0.00000000E+00 0.00000000E+00
0.47897047E+10 0.20878114E-09 0.96767866E-04 0.00000000E+00 0.00000000E+00
0.47874509E+10 0.20887943E-09 0.96813422E-04 0.00000000E+00 0.00000000E+00
