   -0.225901573896408081E+01    0.305986092090606676E+00    0.242140156984329211E-01    0.137172668552398680E+00    0.277487035274505622E+01    0.943898926258087134E+00    0.705809236216545060E+02    0.100090207095588002E+01   -0.100000000000000002E+31   -0.599146350544150419E+01    1
   -0.265118628740310669E+01    0.309158108234405538E+00    0.242130132126808159E-01    0.136825813865661616E+00    0.278297680377960210E+01    0.907330779314041158E+00    0.688677759242057732E+02    0.995657022637736144E+00   -0.100000000000000002E+31   -0.599396350544151169E+01    1
   -0.464456021785736084E+01    0.271115139722824083E+00    0.228119430589675924E-01    0.127105163955688466E+00    0.281958899974822996E+01    0.937496463775634781E+00    0.626836025536060291E+02    0.100330532279434426E+01   -0.100000000000000002E+31   -0.599646350544151474E+01    1
   -0.282824814319610596E+01    0.247672972679138181E+00    0.213696330499649062E-01    0.134076792526245103E+00    0.276716760635375980E+01    0.911093894720077513E+00    0.699632299149036356E+02    0.999485171711388509E+00   -0.100000000000000002E+31   -0.599896350544151957E+01    1
   -0.224674463272094727E+01    0.294699875116348264E+00    0.226137542390823371E-01    0.129072848796844469E+00    0.279698896408081055E+01    0.927656576633453356E+00    0.590777651584148344E+02    0.100070561223267118E+01   -0.100000000000000002E+31   -0.600146350544151552E+01    1
   -0.476375877857208252E+01    0.307225862741470346E+00    0.223125513195991526E-01    0.101663647556304929E+00    0.281587399005889871E+01    0.927957485437393204E+00    0.611330589103698685E+02    0.995152959692850003E+00   -0.100000000000000002E+31   -0.600396350544151858E+01    1
   -0.299296766519546509E+01    0.308634362220764180E+00    0.237287937355041521E-01    0.135060880851745613E+00    0.276017081737518311E+01    0.939093025445938090E+00    0.702486640250682797E+02    0.997033015752107121E+00   -0.100000000000000002E+31   -0.600646350544151630E+01    1
   -0.373167365789413452E+01    0.243949422836303720E+00    0.240123608803749083E-01    0.118690279483795166E+00    0.276058636665344226E+01    0.960539516448974617E+00    0.632863456451892858E+02    0.100316636205231813E+01   -0.100000000000000002E+31   -0.600896350544152469E+01    1
   -0.151092797517776489E+01    0.276334646940231299E+00    0.207600936937332170E-01    0.134806669235229493E+00    0.274687306880950910E+01    0.908514761924743564E+00    0.681451119005680113E+02    0.100389737029447601E+01   -0.100000000000000002E+31   -0.601146350544151886E+01    1
   -0.431514680385589600E+01    0.281234703063964864E+00    0.209667304968833949E-01    0.135696376419067372E+00    0.274079170703887920E+01    0.101930446410179143E+01    0.619704063022136680E+02    0.100319345261941506E+01   -0.100000000000000002E+31   -0.601396350544150859E+01    1
   -0.156233251094818115E+01    0.297342101335525522E+00    0.222247199892997745E-01    0.139097174549102781E+00    0.278977339267730695E+01    0.911415335655212377E+00    0.585580404770374230E+02    0.996974210808261208E+00   -0.100000000000000002E+31   -0.601646350544151520E+01    1
   -0.655880570411682129E-01    0.294301903247833271E-01    0.230198547244071967E-01    0.115535110759735105E+00    0.336737015247344962E+01    0.997664647340774535E+00    0.690827989685535329E+02    0.998874450252620227E+00   -0.117015084389034499E+06   -0.601896350544151559E+01    1
   -0.105643689632415771E+01    0.676103985309600836E-01    0.232002186417579678E-01    0.993008411407470676E-01    0.340890885829925505E+01    0.997995984792709345E+00    0.676238140106201087E+02    0.996563717170937280E+00   -0.102286546114587676E+06   -0.602146350544152753E+01    1
   -0.972393155097961426E-01    0.832717275619506703E-01    0.205230056786537170E-01    0.108818520355224602E+00    0.344793645858764641E+01    0.992162472248077409E+00    0.743463258922100039E+02    0.998020545928202552E+00   -0.953749900710712536E+05   -0.602396350544153325E+01    1
   -0.226517707109451294E+01    0.242312288284301756E-01    0.227544107222557093E-01    0.122989933490753170E+00    0.339598945140838593E+01    0.100114271497726426E+01    0.653264332354068671E+02    0.994497101553396212E+00   -0.721303609107514203E+05   -0.602646350544152298E+01    1
   -0.629340410232543945E+00    0.482696688175201435E-01    0.207864703035354620E-01    0.133922467231750497E+00    0.332484151840209918E+01    0.101426427674293507E+01    0.653331664311885731E+02    0.996719000652529830E+00   -0.695923918563968764E+05   -0.602896350544150561E+01    1
   -0.374132961034774780E+01    0.295920530557632455E+00    0.215343047380447405E-01    0.120579377746582034E+00    0.288907846927642797E+01    0.928018934011459296E+00    0.629668268704414373E+02    0.100206945119182134E+01   -0.620502823432308942E+05   -0.603146350544150955E+01    1
   -0.323378950357437134E+01    0.257582393884658811E+00    0.227870608830451973E-01    0.115111103725433345E+00    0.278545181751251203E+01    0.935689414501190142E+00    0.674395637929439573E+02    0.996539458897105934E+00   -0.602711798885862008E+05   -0.603396350544152682E+01    1
   -0.491547584533691406E+00    0.993813073635101268E-01    0.205636983561515822E-01    0.122346440219879143E+00    0.343100116252899134E+01    0.997879362583160345E+00    0.683495491564273863E+02    0.100167542914011132E+01   -0.596674051338791833E+05   -0.603646350544153165E+01    1
